rw136	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
rw496	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
rw5151	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
tub100	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
tub1000	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
cryg10000	breakdown αₖ == 0	breakdown αₖ == 0	solution good enough given atol and rtol	breakdown αₖ == 0
cryg2500	breakdown αₖ == 0	breakdown αₖ == 0	solution good enough given atol and rtol	breakdown αₖ == 0
dw2048	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
dw8192	breakdown αₖ == 0	maximum number of iterations exceeded	solution good enough given atol and rtol	solution good enough given atol and rtol
dwa512	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
dwb512	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
mhd3200a	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
mhd4800a	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
qh1484	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
qh768	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
rdb1250	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	breakdown αₖ == 0
rdb1250l	breakdown αₖ == 0	breakdown αₖ == 0	solution good enough given atol and rtol	maximum number of iterations exceeded
rdb200	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	maximum number of iterations exceeded
rdb200l	breakdown αₖ == 0	breakdown αₖ == 0	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb2048_noL	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	breakdown αₖ == 0
rdb3200l	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	breakdown αₖ == 0
rdb450	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	breakdown αₖ == 0
rdb450l	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	maximum number of iterations exceeded
rdb800l	breakdown αₖ == 0	solution good enough given atol and rtol	solution good enough given atol and rtol	breakdown αₖ == 0
tols1090	breakdown αₖ == 0	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
tols2000	breakdown αₖ == 0	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
tols340	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol	solution good enough given atol and rtol
tols4000	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0	breakdown αₖ == 0
tols90	breakdown αₖ == 0	maximum number of iterations exceeded	breakdown αₖ == 0	breakdown αₖ == 0
