rdb1250	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb1250l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
rdb200	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
rdb200l	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol	found approximate least-squares solution
rdb2048_noL	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb3200l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb450	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
rdb450l	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol	found approximate least-squares solution
rdb800l	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	found approximate least-squares solution
tols1090	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols2000	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols340	found approximate least-squares solution	found approximate least-squares solution	solution good enough given atol and rtol	solution good enough given atol and rtol
tols4000	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
tols90	found approximate least-squares solution	found approximate least-squares solution	maximum number of iterations exceeded	maximum number of iterations exceeded
